id,name,namespace,comment,is_a,definition,externalSourceURI,synonym,is_metadata_tagformat-version,date,saved-by,auto-generated-by,id_space,editorialNote,title,changeNote,subject,contributor,defaultLanguage,creator,UmlsCui,hasCurationStatus,hasBirnlexCurator,prefLabel,GOid,createdDate,modifiedDate,hasDefinitionSource,birnlexDefinition,example,MeshUid,externallySourcedDefinition,relationship,nifID,bonfireID,usageNote,scopeNote,definingCitation,hasExternalSource,tempDefinition,gene_Ontology_ID,definingCitationURI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 birnlex_15001, Mechanical stimulus transduction,,, birnlex_15000, The series of events in which a sensory mechanical stimulus is received and converted into a molecular signal. [GO:ai] (GO),, sensory detection of mechanical stimulus,,,,,,,,,,,,,, C1327507, http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#graph_position_temporary, http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#Bill_Bug, Mechanical stimulus transduction, 0050982, 2008-03-13, 2008-03-13,,,,,,,,,,,,,,,,,,,,,,,
 birnlex_15002, Chemical stimulus transduction,,, birnlex_15000, * The series of events in which a sensory chemical stimulus is received and converted into a molecular signal. [GO:ai] (GO),, sensory detection of chemical stimulus; Molecule binding stimulus transduction,,,,,,,,,,,,,, C1327496, http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#graph_position_temporary, http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#Bill_Bug, Chemical stimulus transduction, 0009593, 2008-03-13, 2008-03-13,,,,,,,,,,,,,,,,,,,,,,,
