what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376543537730
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376543563329
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1376543893902
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376543961931
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376543963129
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376543968105
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376544020460
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544030201
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544031447
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376544036272
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376544067759
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544107473
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544110210
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376544111673
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544121898
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544131041
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376544137125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544180872
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544182152
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376544185136
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376544189172
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544195813
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376544196991
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376544200248
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376544212419
