what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376545860342
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1376545883680
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1376545884075
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1376545884423
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545939553
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545940908
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545940989
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545945947
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545967102
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545968438
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545968509
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376545970474
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1376545994774
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376546003123
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376546033854
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376546074841
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376546076028
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376546093920
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376546095082
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376546100409
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1376546112692
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376546113513
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376546114691
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376546144915
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376546148761
