what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558586969
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1376558603559
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376558607320
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558607340
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558608814
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376558608841
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376558608841
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558631501
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558633122
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558776912
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588543968
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1376588552606
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588562300
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588637163
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588646380
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588661896
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1376588661905
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588679729
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588685733
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1376588685746
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376588698929
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1376588720377
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588723393
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376588724545
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1376588727363
