what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593598464
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593604793
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593607251
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593638401
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593641670
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1376593660321
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1376593693122
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1376593850128
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593858721
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593860029
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593860066
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593863111
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593876235
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376593877622
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376593885904
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376593900516
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376593976365
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376593997041
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1376594012697
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1376594018225
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376594024147
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376594025582
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376594040422
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376594051416
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376594054290
