what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376637475439
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637478413
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637584988
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376637587560
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637666263
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637667602
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376637688416
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1376637692705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637736150
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637739005
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637787956
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637789219
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376637800853
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376637826394
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637851247
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637852557
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637862284
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637863284
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376637875102
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376637882243
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376637975189
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376638012862
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376638040029
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376638055100
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1376638127763
