what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376548995213
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376549007466
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376549016528
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1376549019575
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549089824
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549091644
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376549096565
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376549098969
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549105667
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549106717
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376549113925
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376549127033
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1376549146884
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1376549153510
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549159746
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549160732
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376549171476
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376549180023
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549187947
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549189092
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376549193428
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376549216095
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1376549266844
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1376549269419
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376549281170
