what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1376631959827
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376631960685
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376631962064
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632040070
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632041778
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632078326
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376632079853
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632102632
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632103683
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376632115330
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376632156925
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376632171533
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1376632176088
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632183704
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632184987
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376632199367
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376632295255
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632322630
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376632324389
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376632338044
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1376632370540
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376632372011
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1376632381292
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1376632515719
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1376632521600
