what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1376557789615
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1376557790905
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1376557791294
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1376557791700
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1376557792067
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1376557793150
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1376557794613
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1376557795112
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376557842471
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376557843920
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376557848574
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1376557849766
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1376557850674
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376557853570
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376557946511
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376557948178
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376557949110
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376557951924
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376557976654
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376557977840
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376557983598
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1376558040548
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558156134
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1376558157101
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1376558162116
