what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329509092664
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509093033
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509094590
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329509096045
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509096359
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509098051
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329509099212
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509100053
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509101328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1329509102240
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509103814
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509106791
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509123558
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509480666
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1329509529839
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1329509531416
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1329509531473
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1329509531563
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1329509531600
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1329509531675
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329509532240
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509565173
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509583709
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1329509584959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509589626
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509596403
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509596453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329509597655
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1329509597897
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1329509597920
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1329509597927
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1329509597932
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1329509597961
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1329509597966
