what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517158277
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517160305
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1329517161255
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1329517161645
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1329517167031
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1329517170822
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517172026
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517172130
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517270342
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517281306
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517285732
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517287654
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517291449
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1329517298719
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517299964
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517300933
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517301865
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517302142
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517302471
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517302809
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517303186
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517303938
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517304212
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517304992
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517307328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517307683
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517308046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517309936
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517310365
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517310686
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517312649
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517313004
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517313900
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1329517316464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1329517316966
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1329517317990
